2,5
3,3
5,1
4,2
1,4
2,3
3,3
4,3
4,3
3,3
5,1
2,3
3,4
3,1
1,5
7,0
2,5
6,0
5,1
4,2
4,2
4,2
3,3
3,3
4,3
4,3
0,7
3,3
3,4
3,3
4,3
6,0
3,4
1,5
3,2
4,1
2,4
2,4
2,3
3,3
1,4
1,4
3,3
3,2
2,4
1,3
----------, greedy and mean instead of minmax
0,7
3,3
3,3
2,5
3,2
5,1
4,2
4,3
3,3
2,5
1,4
---------, softmax
3,2
3,4
4,3
5,1
3,3
3,3
2,4
4,0
4,2
4,2
4,3
3,3
2,4
4,2
3,3
1,6
3,3
4,2
3,3
4,2
3,2
2,4
2,5
